workspace,file_path,artifact_type,phase,matched_terms,relevant_lines_or_columns,live_safe,teacher_only,helps_recover_bc,unique_vs_github_checkout,note
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_added_trade_audit.csv,structured_artifact,phase25_1,retest;VWAP;ADX;ATR,2;3;4;5;6;7;8;9,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_entry_exit_rule_serialization.md,report_or_note,phase25_1,Precision Fusion 1.2;retest;VWAP;funding;ATR;15m;5m,5;8;9;10;11;13;14;16,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_full_15_stress_audit.csv,structured_artifact,phase25_1,funding,15,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_negative_month_repair_audit.csv,structured_artifact,phase25_1,funding,4,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_precision_fusion_7_acceptance_audit_report.md,report_or_note,phase25_1,Precision Fusion 1.2;VWAP,8;15;30,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_trade_count_reconciliation.csv,structured_artifact,phase25_1,Precision Fusion 1.2,2,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_truth_lock_comparison.csv,structured_artifact,phase25_1,Precision Fusion 1.2,2,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_zero_month_rescue_audit.csv,structured_artifact,phase25_1,retest;VWAP,2;3,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase25_1_runner.py,source,phase25_1,Precision Fusion 1.2;retest;VWAP;funding;ADX;ATR;15m;5m,76;77;108;109;120;121;160;193,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_added_trade_keep_refine_remove_table.csv,structured_artifact,phase26,retest;VWAP;funding,2;3;5,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_audit_manifest.json,structured_artifact,phase26,ATR,13,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_benchmark_weakness_map.md,report_or_note,phase26,funding,8,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_candidate_registry.csv,structured_artifact,phase26,ADX,1,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_dual_benchmark_dna_and_pf8_discovery_report.md,report_or_note,phase26,funding;ATR,10;22;51,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_dual_benchmark_metrics_matrix.csv,structured_artifact,phase26,ATR,,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_live_rule_serialization.md,report_or_note,phase26,funding;ATR;15m;5m,4;7;10;11,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_losing_trade_dna.csv,structured_artifact,phase26,retest;funding;MFE;MAE,1;3;5;6;7;9;11;12,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_pf70_added_trade_quality_audit.csv,structured_artifact,phase26,retest;VWAP,2;3;4;5;6;7;8;9,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_pf8_candidate_hypothesis_library.csv,structured_artifact,phase26,funding,3,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_precision_fusion_8_router_report.md,report_or_note,phase26,funding,10,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_rule_comparison_matrix.csv,structured_artifact,phase26,VWAP;ATR;5m,3,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_strategy_dna_extraction.md,report_or_note,phase26,Precision Fusion 1.2;retest;VWAP,3;4;9,ANALYSIS_ONLY,NO,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_winning_trade_dna.csv,structured_artifact,phase26,VWAP;ATR;MFE;MAE,1;2;3;4;5;6;7;8,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase26_runner.py,source,phase26,Precision Fusion 1.2;retest;VWAP;funding;ADX;ATR;MFE;MAE;15m;5m,6;81;82;113;114;125;126;170,NO,YES,YES,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase26_realism.py,source,phase26,ATR,68;91,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_audit_manifest.json,structured_artifact,phase26_1,ATR,15;18,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_entry_sleeve_forensics.csv,structured_artifact,phase26_1,retest;VWAP;15m;5m,2;3;4,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_exit_risk_forensics.md,report_or_note,phase26_1,ATR,3;4,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_extreme_pf8_acceptance_audit_report.md,report_or_note,phase26_1,ATR,22,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_live_known_feature_matrix.csv,structured_artifact,phase26_1,retest;ATR,3;5;7,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_live_shadow_execution_simulation_report.md,report_or_note,phase26_1,15m;5m,4,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_trade_lineage_graph.csv,structured_artifact,phase26_1,PF1.2;retest;VWAP,2;3;4;5;6;7;8;9,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_triple_system_stress_matrix.csv,structured_artifact,phase26_1,funding;ATR,15,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_triple_truth_lock.csv,structured_artifact,phase26_1,PF1.2,2,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase26_1_runner.py,source,phase26_1,PF1.2;retest;VWAP;funding;ATR;15m;5m,78;79;110;111;122;123;157;170,NO,YES,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase26_1_realism.py,source,phase26_1,ATR,70;73;94;97,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase27_live_execution_audit.csv,structured_artifact,phase27,funding,3,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase27_pf8_hardening_multi_asset_validation_report.md,report_or_note,phase27,funding;ATR,22;38,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase27_stress_results.csv,structured_artifact,phase27,funding,15,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase27_data_setup.py,source,phase27,funding;15m;5m,60;62;63;64;66;69;73;74,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase27_runner.py,source,phase27,funding;ATR,78;79;110;111;122;123;157;170,NO,YES,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_audit_manifest.json,structured_artifact,phase28,ATR,9;12,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_benchmark_stack_preservation.csv,structured_artifact,phase28,PF1.2,2,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_entry_exit_rule_serialization.md,report_or_note,phase28,retest;VWAP;funding;15m;5m,4;5;6;10,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_full_metrics_matrix.csv,structured_artifact,phase28,ATR,,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_pf81_benchmark_lock_and_operating_manual_report.md,report_or_note,phase28,ATR,15;45;48,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_sleeve_contribution_matrix.csv,structured_artifact,phase28,retest;VWAP;ATR,2;3,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase28_runner.py,source,phase28,PF1.2;retest;VWAP;funding;ATR;15m;5m,75;76;107;108;119;120;154;167,NO,YES,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase28_realism.py,source,phase28,ATR,71;74;89;92,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase3_regime_adaptive_strategy_research_report.md,report_or_note,phase3,VWAP;funding;15m;5m,19;26;29;141;142,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_e2e_phase3.py,source,phase3,expected R;funding;15m;5m,350;369;370;415;417;419;420;422,YES,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase4_search_forensics_and_strategy_discovery_report.md,report_or_note,phase4,retest;funding;ATR;15m;5m;raw signal,1,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\scratch\phase4_formatted.md,report_or_note,phase4,retest;funding;ATR;15m;5m;raw signal,31;44;45;49;50;85;93;96,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase5_monthly_consistency_conversion_report.md,report_or_note,phase5,retest;funding;ATR;15m;5m;raw signal,24;36;37;41;42;80;169;170,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase6_baseline_protection_full_search_report.md,report_or_note,phase6,funding;ATR;15m;5m,55;63;153;154,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase6_verification.py,source,phase6,funding;ADX;ATR,25;38;39;42;121;122;125,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase7_full_search_completion_and_selection_audit.md,report_or_note,phase7,funding;ATR;15m;5m,80;88;178;179,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase7_ultradeep_monthly_consistency_research_report.md,report_or_note,phase7,funding;ATR;15m;5m,72;80;170;171,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase7_verification.py,source,phase7,funding;ADX;ATR,18;24;25;28;41;48;55;56,YES,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase8_alpha_distillation_and_fusion_report.md,report_or_note,phase8,funding;ATR;15m;5m;raw signal,20;21;35;48;49;50;51;52,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase8_alpha_distillation_mtf_fusion_report.md,report_or_note,phase8,funding;ATR;15m;5m;raw signal,7;20;21;35;48;49;50;51,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase8_runner.py,source,phase8,funding;ADX;ATR;15m;5m;raw signal,8;9;12;53;55;58;60;63,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase8_verification.py,source,phase8,funding;ADX;ATR;15m;5m,11;12;13;14;20;21;25;27,YES,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_1\BRIEFING.md,report_or_note,phase8_1,5m,51;52,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_1\handoff.md,report_or_note,phase8_1,ATR,5;23,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_1\plan.md,report_or_note,phase8_1,ATR;15m;5m,20;21;25;26;34,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_2\plan.md,report_or_note,phase8_2,ATR;15m;5m,20;21;25;26;34,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_3\BRIEFING.md,report_or_note,phase8_3,ATR,29,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_3\plan.md,report_or_note,phase8_3,ATR;15m;5m,20;21;25;26;34,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase9_research_and_fusion_report.md,report_or_note,phase9,funding;ADX;ATR;5m,13;42;43;169;171,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase9_runner.py,source,phase9,funding;ADX;ATR;5m,31;33;42;44;53;55;64;66,ANALYSIS_ONLY,NO,MAYBE,NO,
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase9_verification.py,source,phase9,funding;ATR,16;17;26;38;39;58;70;71,YES,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\ORIGINAL_REQUEST.md,report_or_note,,retest;ATR;MFE;MAE;15m;5m,13;20;21;22;23;35;36;38,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\auditor_m3_1\BRIEFING.md,report_or_note,,ATR,33,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\auditor_m3_1\ORIGINAL_REQUEST.md,report_or_note,,ATR,10,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\auditor_m3_1\progress.md,report_or_note,,ATR,9,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\orchestrator\plan.md,report_or_note,,funding,26;32;45,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\reviewer_m3_1\BRIEFING.md,report_or_note,,5m,29;39;40,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\reviewer_m3_1\ORIGINAL_REQUEST.md,report_or_note,,5m,8;11;12,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\reviewer_m3_1\handoff.md,report_or_note,,ATR;5m,13;21;26;35;36;37;38;43,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\reviewer_m3_1\verify_baselines.py,source,,funding;ADX;ATR;15m;5m,35;38;46;47;74;75;78;83,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m1\BRIEFING.md,report_or_note,,funding,39,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m1\handoff.md,report_or_note,,funding,9;61;68,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_1\BRIEFING.md,report_or_note,,15m;5m,29;35,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_1\ORIGINAL_REQUEST.md,report_or_note,,retest;ATR;15m;5m,7;8;9;10,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_1\handoff.md,report_or_note,,retest;funding;ATR;15m;5m,5;9;11;35;37;40;41;44,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_2\BRIEFING.md,report_or_note,,15m;5m,32;33;34,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_2\ORIGINAL_REQUEST.md,report_or_note,,retest;ATR;15m;5m,7;8;9;10,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_2\handoff.md,report_or_note,,retest;VWAP;funding;ADX;ATR;15m;5m,22;26;28;43;44;45;46;48,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_2\progress.md,report_or_note,,retest;ATR,10;11,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_3\BRIEFING.md,report_or_note,,retest;funding;ATR;15m;5m,15;17;18;31;35;37,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_3\ORIGINAL_REQUEST.md,report_or_note,,retest;ATR;15m;5m,8;9;10;11,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_3\handoff.md,report_or_note,,retest;funding;ADX;ATR;15m;5m,3;11;15;17;21;29;50;52,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_3\progress.md,report_or_note,,retest;5m,5,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m1_1\handoff.md,report_or_note,,VWAP;funding,8;11,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m2_1\BRIEFING.md,report_or_note,,ATR;MFE;MAE,4;16;23;24;29;34,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m2_1\ORIGINAL_REQUEST.md,report_or_note,,ATR;MFE;MAE,17;19;20;21;22;23,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m2_1\handoff.md,report_or_note,,funding;ATR;MFE;MAE;5m,16;17;18;19;20;22;29;36,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m2_1\progress.md,report_or_note,,ATR,11;12;13,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_1\BRIEFING.md,report_or_note,,retest,23,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_1\ORIGINAL_REQUEST.md,report_or_note,,retest;ATR;15m;5m,9;10;11;15;22;23;25;26,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_1\handoff.md,report_or_note,,15m;5m,10;18;21;26;29,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_1\progress.md,report_or_note,,15m;5m,6;10,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_2\BRIEFING.md,report_or_note,,5m,26,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_2\ORIGINAL_REQUEST.md,report_or_note,,ATR;5m,9;10;16;19,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_3\ORIGINAL_REQUEST.md,report_or_note,,ATR;5m,9;10;16;19,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_3\handoff.md,report_or_note,,5m,29;30,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.gitignore,other,,5m,12;13,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\ORIGINAL_REQUEST.md,report_or_note,,retest;VWAP;funding;ADX;ATR;MFE;MAE;15m;5m,15;19;22;31;64;88;95;96,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\PROMPT_EVOLUTION_LOG.md,report_or_note,,funding,10,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\README.md,report_or_note,,funding;ATR,9;18;46,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\RULES_AND_REGULATIONS.md,report_or_note,,funding,11;17,ANALYSIS_ONLY,NO,MAYBE,NO,
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\WALKTHROUGH.md,report_or_note,,Variant B;Variant C;Precision Fusion 1.2;MFE;MAE,12;20;21;22;29;31,ANALYSIS_ONLY,NO,YES,NO,
