idea_id,family,name,hypothesis,target_problem,target_benchmark,expected_live_known_features,required_timeframe,entry_logic,exit_logic,risk_logic,why_it_might_work,why_it_might_fail,lookahead_risk,hardcoding_risk,live_known_safety,expected_pnl_impact,expected_pf_impact,expected_dd_impact,expected_stress_impact,expected_trade_count_impact,implementation_complexity,overfit_risk,data_requirement,test_priority,strategy_family,candidate_template_compatibility
IDEA_158,Session-Specific Ideas,Session-Specific Ideas Variant 6,Using Session-restricted entries and exits with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Session-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Session-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.50,-9.0%,8/15 PASS,-25%,High,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_159,Session-Specific Ideas,Session-Specific Ideas Variant 7,Using Session-restricted entries and exits with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Session-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Session-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.60,-15.0%,9/15 PASS,-30%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_160,Session-Specific Ideas,Session-Specific Ideas Variant 8,Using Session-restricted entries and exits with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Session-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Session-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.30,-12.0%,6/15 PASS,-10%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_161,Session-Specific Ideas,Session-Specific Ideas Variant 9,Using Session-restricted entries and exits with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Session-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Session-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.40,-9.0%,7/15 PASS,-15%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_162,Session-Specific Ideas,Session-Specific Ideas Variant 10,Using Session-restricted entries and exits with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Session-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Session-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.50,-15.0%,8/15 PASS,-20%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_163,Session-Specific Ideas,Session-Specific Ideas Variant 11,Using Session-restricted entries and exits with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Session-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Session-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.60,-12.0%,9/15 PASS,-25%,Medium,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_164,Session-Specific Ideas,Session-Specific Ideas Variant 12,Using Session-restricted entries and exits with parameter threshold index 12 filters false signals.,Volatility regimes in bear months for Session-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.600.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Session-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.30,-9.0%,6/15 PASS,-30%,High,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_165,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 1,Using Sleeve-level parameters and triggers with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.40,-15.0%,7/15 PASS,-10%,Low,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_166,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 2,Using Sleeve-level parameters and triggers with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.50,-12.0%,8/15 PASS,-15%,Medium,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_167,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 3,Using Sleeve-level parameters and triggers with parameter threshold index 3 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.60,-9.0%,9/15 PASS,-20%,High,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_168,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 4,Using Sleeve-level parameters and triggers with parameter threshold index 4 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.30,-15.0%,6/15 PASS,-25%,Low,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_169,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 5,Using Sleeve-level parameters and triggers with parameter threshold index 5 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.40,-12.0%,7/15 PASS,-30%,Medium,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_170,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 6,Using Sleeve-level parameters and triggers with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.50,-9.0%,8/15 PASS,-10%,High,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_171,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 7,Using Sleeve-level parameters and triggers with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.60,-15.0%,9/15 PASS,-15%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_172,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 8,Using Sleeve-level parameters and triggers with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.30,-12.0%,6/15 PASS,-20%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_173,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 9,Using Sleeve-level parameters and triggers with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.40,-9.0%,7/15 PASS,-25%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_174,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 10,Using Sleeve-level parameters and triggers with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.50,-15.0%,8/15 PASS,-30%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_175,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 11,Using Sleeve-level parameters and triggers with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.60,-12.0%,9/15 PASS,-10%,Medium,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_176,Sleeve-Specific Ideas,Sleeve-Specific Ideas Variant 12,Using Sleeve-level parameters and triggers with parameter threshold index 12 filters false signals.,Volatility regimes in bear months for Sleeve-Specific Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.600.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Sleeve-Specific Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.30,-9.0%,6/15 PASS,-15%,High,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_177,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 1,Using Using limit orders and wick entry confirmations with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",15m,Enter breakout if cost_to_risk meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.40,-15.0%,7/15 PASS,-20%,Low,Medium,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_178,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 2,Using Using limit orders and wick entry confirmations with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",1h,Enter breakout if cost_to_risk meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.50,-12.0%,8/15 PASS,-25%,Medium,High,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_179,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 3,Using Using limit orders and wick entry confirmations with parameter threshold index 3 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",15m,Enter breakout if cost_to_risk meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.60,-9.0%,9/15 PASS,-30%,High,High,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_180,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 4,Using Using limit orders and wick entry confirmations with parameter threshold index 4 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",1h,Enter breakout if cost_to_risk meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.30,-15.0%,6/15 PASS,-10%,Low,Low,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_181,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 5,Using Using limit orders and wick entry confirmations with parameter threshold index 5 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",15m,Enter breakout if cost_to_risk meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.40,-12.0%,7/15 PASS,-15%,Medium,Medium,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_182,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 6,Using Using limit orders and wick entry confirmations with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",1h,Enter breakout if cost_to_risk meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.50,-9.0%,8/15 PASS,-20%,High,High,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_183,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 7,Using Using limit orders and wick entry confirmations with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",15m,Enter breakout if cost_to_risk meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.60,-15.0%,9/15 PASS,-25%,Low,High,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_184,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 8,Using Using limit orders and wick entry confirmations with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",1h,Enter breakout if cost_to_risk meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.30,-12.0%,6/15 PASS,-30%,Medium,Low,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_185,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 9,Using Using limit orders and wick entry confirmations with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",15m,Enter breakout if cost_to_risk meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.40,-9.0%,7/15 PASS,-10%,High,Medium,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_186,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 10,Using Using limit orders and wick entry confirmations with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",1h,Enter breakout if cost_to_risk meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.50,-15.0%,8/15 PASS,-15%,Low,High,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_187,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 11,Using Using limit orders and wick entry confirmations with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",15m,Enter breakout if cost_to_risk meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.60,-12.0%,9/15 PASS,-20%,Medium,High,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_188,Cost/Friction-Reduction Ideas,Cost/Friction-Reduction Ideas Variant 12,Using Using limit orders and wick entry confirmations with parameter threshold index 12 filters false signals.,Volatility regimes in bear months for Cost/Friction-Reduction Ideas.,Strategy #1,"cost_to_risk, slippage",1h,Enter breakout if cost_to_risk meets threshold 0.600.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Cost/Friction-Reduction Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.30,-9.0%,6/15 PASS,-25%,High,Low,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_189,Funding-Aware Ideas,Funding-Aware Ideas Variant 1,Using Differentiating entries based on real funding rates with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",15m,Enter breakout if fundingRate meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.40,-15.0%,7/15 PASS,-30%,Low,Medium,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_190,Funding-Aware Ideas,Funding-Aware Ideas Variant 2,Using Differentiating entries based on real funding rates with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",1h,Enter breakout if fundingRate meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.50,-12.0%,8/15 PASS,-10%,Medium,High,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_191,Funding-Aware Ideas,Funding-Aware Ideas Variant 3,Using Differentiating entries based on real funding rates with parameter threshold index 3 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",15m,Enter breakout if fundingRate meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.60,-9.0%,9/15 PASS,-15%,High,High,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_192,Funding-Aware Ideas,Funding-Aware Ideas Variant 4,Using Differentiating entries based on real funding rates with parameter threshold index 4 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",1h,Enter breakout if fundingRate meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.30,-15.0%,6/15 PASS,-20%,Low,Low,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_193,Funding-Aware Ideas,Funding-Aware Ideas Variant 5,Using Differentiating entries based on real funding rates with parameter threshold index 5 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",15m,Enter breakout if fundingRate meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.40,-12.0%,7/15 PASS,-25%,Medium,Medium,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_194,Funding-Aware Ideas,Funding-Aware Ideas Variant 6,Using Differentiating entries based on real funding rates with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",1h,Enter breakout if fundingRate meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.50,-9.0%,8/15 PASS,-30%,High,High,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_195,Funding-Aware Ideas,Funding-Aware Ideas Variant 7,Using Differentiating entries based on real funding rates with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",15m,Enter breakout if fundingRate meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.60,-15.0%,9/15 PASS,-10%,Low,High,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
IDEA_196,Funding-Aware Ideas,Funding-Aware Ideas Variant 8,Using Differentiating entries based on real funding rates with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",1h,Enter breakout if fundingRate meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.30,-12.0%,6/15 PASS,-15%,Medium,Low,BTCUSDT 1h + 15m,Medium,Breakout,UniversalStrategyTemplate
IDEA_197,Funding-Aware Ideas,Funding-Aware Ideas Variant 9,Using Differentiating entries based on real funding rates with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Funding-Aware Ideas.,Strategy #1,"fundingRate, max_abs_funding",15m,Enter breakout if fundingRate meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Funding-Aware Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.40,-9.0%,7/15 PASS,-20%,High,Medium,BTCUSDT 1h + 15m,Medium,Reversion,UniversalStrategyTemplate
