candidate_id,family,category,exact_rule,parameters,live_known_features,expected_mechanism_target,expected_trade_count_effect,expected_failure_mode,parameter_hash,behavior_hash,no_lookahead_verdict
C25_1795,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 30, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""wick_ratio_thresh"": 0.5, ""volume_trend_thresh"": 1.55, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,f42ab2e0a68debfc,998743feeccb10da,PASS
C25_1796,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 31, ""rsi_overbought"": 81, ""rsi_oversold"": 26, ""wick_ratio_thresh"": 0.51, ""volume_trend_thresh"": 1.6, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,069da180644c2a34,d7af8a2e940ac473,PASS
C25_1797,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 32, ""rsi_overbought"": 82, ""rsi_oversold"": 27, ""wick_ratio_thresh"": 0.52, ""volume_trend_thresh"": 1.65, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,cb51a6d2a7ad2982,f5f6c096ddca5658,PASS
C25_1798,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 33, ""rsi_overbought"": 83, ""rsi_oversold"": 28, ""wick_ratio_thresh"": 0.53, ""volume_trend_thresh"": 1.7, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,6b29813fce4177a9,c1ac03ba17195928,PASS
C25_1799,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 34, ""rsi_overbought"": 84, ""rsi_oversold"": 29, ""wick_ratio_thresh"": 0.54, ""volume_trend_thresh"": 1.75, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,861c56f11c4d70e6,6d41c241198b2e5a,PASS
C25_1800,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 15, ""rsi_overbought"": 70, ""rsi_oversold"": 15, ""wick_ratio_thresh"": 0.3, ""volume_trend_thresh"": 0.8, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,f3d16be28d9f758a,0d516fe8592139d4,PASS
C25_1801,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 16, ""rsi_overbought"": 71, ""rsi_oversold"": 16, ""wick_ratio_thresh"": 0.31, ""volume_trend_thresh"": 0.85, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,5d71fa4554de0f0a,15c480fa837df307,PASS
C25_1802,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 17, ""rsi_overbought"": 72, ""rsi_oversold"": 17, ""wick_ratio_thresh"": 0.32, ""volume_trend_thresh"": 0.9, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,9534e1752913af8a,857edc174125f8e9,PASS
C25_1803,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 18, ""rsi_overbought"": 73, ""rsi_oversold"": 18, ""wick_ratio_thresh"": 0.33, ""volume_trend_thresh"": 0.95, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,7a64f483e340e875,45732f9643cd4d8d,PASS
C25_1804,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 19, ""rsi_overbought"": 74, ""rsi_oversold"": 19, ""wick_ratio_thresh"": 0.34, ""volume_trend_thresh"": 1.0, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,39ff3f8e1e4047f2,424d8d126892385b,PASS
C25_1805,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 20, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""wick_ratio_thresh"": 0.35, ""volume_trend_thresh"": 1.05, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,e252a6f0c711bf11,277985e62ae81c2d,PASS
C25_1806,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 21, ""rsi_overbought"": 76, ""rsi_oversold"": 21, ""wick_ratio_thresh"": 0.36, ""volume_trend_thresh"": 1.1, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,63928171b6f9d1df,3d449dc2138ef5a5,PASS
C25_1807,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 22, ""rsi_overbought"": 77, ""rsi_oversold"": 22, ""wick_ratio_thresh"": 0.37, ""volume_trend_thresh"": 1.15, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,5dfd36a496c4fb4a,0a634cf16debe9cb,PASS
C25_1808,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 23, ""rsi_overbought"": 78, ""rsi_oversold"": 23, ""wick_ratio_thresh"": 0.38, ""volume_trend_thresh"": 1.2, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,ad2e4d65572a878c,0ead20541ffe8377,PASS
C25_1809,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 24, ""rsi_overbought"": 79, ""rsi_oversold"": 24, ""wick_ratio_thresh"": 0.39, ""volume_trend_thresh"": 1.25, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,966d4596aac1e40d,912d63e78c4fbd0b,PASS
C25_1810,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 25, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""wick_ratio_thresh"": 0.4, ""volume_trend_thresh"": 1.3, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,02d4c21e038561dc,c48d183b41ad4829,PASS
C25_1811,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 26, ""rsi_overbought"": 81, ""rsi_oversold"": 26, ""wick_ratio_thresh"": 0.41, ""volume_trend_thresh"": 1.35, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,3108b3a0b6178887,380c5400d4bbaf44,PASS
C25_1812,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 27, ""rsi_overbought"": 82, ""rsi_oversold"": 27, ""wick_ratio_thresh"": 0.42, ""volume_trend_thresh"": 1.4, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,ef1badca58ec4d5e,aaf5cdb1771aad44,PASS
C25_1813,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 28, ""rsi_overbought"": 83, ""rsi_oversold"": 28, ""wick_ratio_thresh"": 0.43, ""volume_trend_thresh"": 1.45, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,fdc4817b16a1caed,2cded0776aea35f0,PASS
C25_1814,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 29, ""rsi_overbought"": 84, ""rsi_oversold"": 29, ""wick_ratio_thresh"": 0.44, ""volume_trend_thresh"": 1.5, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,c3e28a730cd79cbe,d3846e3cf87f739a,PASS
C25_1815,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 30, ""rsi_overbought"": 70, ""rsi_oversold"": 15, ""wick_ratio_thresh"": 0.45, ""volume_trend_thresh"": 1.55, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,f8ef22668cdf862d,e11e97cf12101dbe,PASS
C25_1816,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 31, ""rsi_overbought"": 71, ""rsi_oversold"": 16, ""wick_ratio_thresh"": 0.46, ""volume_trend_thresh"": 1.6, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,531d0d121ea3fec8,d6d57b044c4b1c70,PASS
C25_1817,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 32, ""rsi_overbought"": 72, ""rsi_oversold"": 17, ""wick_ratio_thresh"": 0.47, ""volume_trend_thresh"": 1.65, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,e25d81621dac6514,08bc49cfb20a0fb3,PASS
C25_1818,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 33, ""rsi_overbought"": 73, ""rsi_oversold"": 18, ""wick_ratio_thresh"": 0.48, ""volume_trend_thresh"": 1.7, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,187fd4913ef1c7aa,fa54694285c8eba4,PASS
C25_1819,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 34, ""rsi_overbought"": 74, ""rsi_oversold"": 19, ""wick_ratio_thresh"": 0.49, ""volume_trend_thresh"": 1.75, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,5d9fa3eb1ad3e94a,d28377d720805a44,PASS
C25_1820,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 15, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""wick_ratio_thresh"": 0.5, ""volume_trend_thresh"": 0.8, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,06db0cd9ba75bfd1,278a2108d79c4697,PASS
C25_1821,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 16, ""rsi_overbought"": 76, ""rsi_oversold"": 21, ""wick_ratio_thresh"": 0.51, ""volume_trend_thresh"": 0.85, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,4309a86de6d1787e,a2457ddb18536810,PASS
C25_1822,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 17, ""rsi_overbought"": 77, ""rsi_oversold"": 22, ""wick_ratio_thresh"": 0.52, ""volume_trend_thresh"": 0.9, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,f939d0f79a58d86f,64ab3a8e00fc83a9,PASS
C25_1823,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 18, ""rsi_overbought"": 78, ""rsi_oversold"": 23, ""wick_ratio_thresh"": 0.53, ""volume_trend_thresh"": 0.95, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,e9771a5a01bcd30a,00dd04a7858ba90e,PASS
C25_1824,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 19, ""rsi_overbought"": 79, ""rsi_oversold"": 24, ""wick_ratio_thresh"": 0.54, ""volume_trend_thresh"": 1.0, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,15024d52d14df905,49fb725886fe4c1f,PASS
C25_1825,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 20, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""wick_ratio_thresh"": 0.3, ""volume_trend_thresh"": 1.05, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,29292821d57d58e5,801c4c56a4df24d1,PASS
C25_1826,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 21, ""rsi_overbought"": 81, ""rsi_oversold"": 26, ""wick_ratio_thresh"": 0.31, ""volume_trend_thresh"": 1.1, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,2e82cb66b53643c6,e910af558b95dfc1,PASS
C25_1827,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 22, ""rsi_overbought"": 82, ""rsi_oversold"": 27, ""wick_ratio_thresh"": 0.32, ""volume_trend_thresh"": 1.15, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,4a0eaee5980f6615,8af679fa241155db,PASS
C25_1828,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 23, ""rsi_overbought"": 83, ""rsi_oversold"": 28, ""wick_ratio_thresh"": 0.33, ""volume_trend_thresh"": 1.2, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,a9590e0a21a18dbb,a13c2b88ef7d4d8f,PASS
C25_1829,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 24, ""rsi_overbought"": 84, ""rsi_oversold"": 29, ""wick_ratio_thresh"": 0.34, ""volume_trend_thresh"": 1.25, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,c51c7d6d3ffd0c42,7b9c18eaf1c5be28,PASS
C25_1830,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 25, ""rsi_overbought"": 70, ""rsi_oversold"": 15, ""wick_ratio_thresh"": 0.35, ""volume_trend_thresh"": 1.3, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,fe5ff2295ed93d5e,81287bff52e80a18,PASS
C25_1831,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 26, ""rsi_overbought"": 71, ""rsi_oversold"": 16, ""wick_ratio_thresh"": 0.36, ""volume_trend_thresh"": 1.35, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,f43a3239efb65b5b,d66e89874d9285ee,PASS
C25_1832,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 27, ""rsi_overbought"": 72, ""rsi_oversold"": 17, ""wick_ratio_thresh"": 0.37, ""volume_trend_thresh"": 1.4, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,6513ea49383bae8c,5bba73b68f873454,PASS
C25_1833,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 28, ""rsi_overbought"": 73, ""rsi_oversold"": 18, ""wick_ratio_thresh"": 0.38, ""volume_trend_thresh"": 1.45, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,6411b3d77dd4b71c,847bfeb269c647ca,PASS
C25_1834,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 29, ""rsi_overbought"": 74, ""rsi_oversold"": 19, ""wick_ratio_thresh"": 0.39, ""volume_trend_thresh"": 1.5, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,a95b5339d4544bb1,a97eb45db35d8511,PASS
C25_1835,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 30, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""wick_ratio_thresh"": 0.4, ""volume_trend_thresh"": 1.55, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,acbedd63a752416f,5e547cddda66ed8d,PASS
C25_1836,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 31, ""rsi_overbought"": 76, ""rsi_oversold"": 21, ""wick_ratio_thresh"": 0.41, ""volume_trend_thresh"": 1.6, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,2c18d3f4fa657c59,71acdec1e12ae0d8,PASS
